Response_ID,Group_ID,Group,Statement,Optimist,Hopeful,Curious,Neutral,Cautious,Skeptical,Pessimist,Op_hop,Op_cur,Op_cau,Op_skep,Op_pess,Hop_cur,Hop_neu,Hop_cau,Hop_skep,Hop_pess,Cur_neu,Cur_cau,Cur_skep,Cur_pess,Cau_neu,Cau_skep,Cau_pess,Skep_neu,Skep_pess,Op_cur_cau,Hop_cur_cau,Hop_cau_skep,Cau_skep_neu,PA,Pos_emotion,NA,Neg_emotion,HomeOwner,Involvement,Choice,INNOV,RET,ENV,SUM_INN_RET_ENV,Age,Gender,Education,Income,Occupants,HomeType,Region,Region_recoded,Area,SubjKnow,Know_recoded,BoilerWilling,HobWilling,H2homeWilling,Composite_adoption,H2futures,H2community,H2home,Composite_acceptance,Response
R592,MEG165,2,"If farming of animals for good was ended, we wouldn’t have to deal with these issues. If homes were properly insulated, these issues wouldn’t be discussed in such depth.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,5,11,3,2,5,3,1,1,8,3,3,1,1,1,1,1,1,1,0,0,0.33,6
R593,MEG166,2,"If government/tax payer funded, private companies should not profit from it.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,4,4,11,3,1,5,6,3,2,8,3,3,2,2,3,3,3,3,7,5,5,5.67,6
R594,MEG167,2,If it gets us away from oil its good.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,3,9,2,1,3,3,2,5,8,3,5,2,2,5,5,5,5,10,10,10,10,6
R595,MEG168,2,"If it has a positive impact on the environment, I am very happy to go ahead and use this. Long term save the planet kind of a feeling.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Happy,.,,2,3,3,4,4,3,11,2,2,5,6,3,4,8,3,3,1,1,4,4,4,4,9,9,9,9,3
R596,MEG169,2,If it is a better more efficient/cheaper resource I would consider using it.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,3,9,2,2,5,2,2,2,3,2,3,1,1,3,3,3,3,5,5,5,5,6
R597,MEG170,2,"If it is beneficial I would probably support it, but I would really like to see more information on the safety factors and what the general public can expect and the facts need to be truthful.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,3,4,10,3,1,1,3,2,4,1,1,5,1,1,2,2,2,2,5,5,5,5,7
R598,MEG171,2,If it is explained well then I would consider it. Environmental changes needs to happen.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,2,4,5,3,2,10,2,4,1,1,3,3,3,3,6,7,7,6.67,7
R599,MEG172,2,"If it proved to be good for the environment and the initial start up cost is reasonable, the country should go for it.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,3,4,10,3,1,4,5,2,4,11,4,3,3,3,4,4,4,4,10,10,10,10,3
R600,MEG173,2,If it's good for the environment and doesn't impact too much financially then I am supportive.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,4,10,3,2,3,2,3,5,3,2,3,1,1,3,2,2,2.33,8,7,7,7.33,6
R601,MEG174,2,I'm not certain either way regarding funding of this project.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,3,4,4,11,2,2,4,7,3,2,1,1,5,3,3,3,3,3,3,7,8,8,7.67,7
R602,MEG175,2,I'm very on the line and would need to do a lot more research before completely committing to anything irreversible.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,3,10,2,2,3,7,3,4,9,1,4,2,2,3,2,2,2.33,7,7,5,6.33,3
R603,MEG176,2,I'm willing to hear more before trying it.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,3,1,3,1,2,1,8,3,3,2,2,3,3,3,3,8,8,8,8,3
R604,MEG177,2,In the long term it would be good for the country. It will help the environment and will help the nation become less dependent on imported energy.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,5,11,3,1,5,5,3,4,4,3,3,2,2,5,5,5,5,10,10,8,9.33,4
R605,MEG178,2,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,2,2,5,4,3,2,10,2,3,3,3,4,4,3,3.67,6,6,5,5.67,7
R606,MEG179,2,Interested.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,4,3,4,11,1,2,4,5,3,5,6,4,4,2,2,2,2,2,2,7,5,6,6,7
R607,MEG180,2,Interested but need to know more.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,3,3,9,3,1,4,6,3,2,3,2,4,1,1,2,2,2,2,6,6,6,6,7
R608,MEG181,2,Interested but wary.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Wary,1,2,2,3,3,3,9,3,2,3,8,2,2,2,2,3,1,1,2,2,2,2,6,6,6,6,7
R609,MEG182,2,Interested in doing more research.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,3,9,2,2,5,5,3,2,8,3,3,1,1,3,3,3,3,10,5,6,7,6
R610,MEG183,2,Interested in the impact on climate change. Would definitely find out more.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,3,4,11,2,2,5,2,3,2,9,1,3,1,1,3,3,3,3,10,9,9,9.33,6
R611,MEG184,2,Interested in the prospect and will find out more.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,4,10,2,2,4,4,3,4,3,2,3,1,1,3,3,3,3,9,9,6,8,6
R612,MEG185,2,Interesting.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,3,3,10,2,2,4,5,3,2,9,1,5,3,3,3,3,3,3,4,5,6,5,3
R613,MEG186,2,Interesting & thought provoking. I feel we don’t have a choice - whatever the cost we need to change our fuel type.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,4,3,10,3,1,3,5,3,2,9,1,3,3,3,4,4,4,4,10,8,8,8.67,7
R614,MEG187,2,Interesting idea. Makes me wonder why not used more in the past.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,3,4,11,3,1,3,8,3,4,11,4,3,2,2,3,2,2,2.33,7,7,7,7,7
R615,MEG188,2,Interesting topic and I now know more about it than I did at the start. Anything which lowers the carbon to net zero has to be looked at and supported provided it comes the necessary safety aspects required.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,4,10,3,1,1,3,2,5,3,2,3,2,2,3,3,3,3,8,8,7,7.67,7
R616,MEG189,2,It can provide secure energy using green energy to manufacture.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,4,4,11,3,1,5,2,1,2,8,3,5,3,3,4,4,4,4,10,10,10,10,7
R617,MEG190,2,"It has potential to have a significant impact not only on this country but globally too. We are currently in unseen circumstances, so hydrogen-powered options seem like something that is sustainable and allows growth moving forward.",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,1,1,5,2,3,4,4,3,1,2,2,3,3,3,3,8,7,6,7,6
R618,MEG191,2,It helps.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,3,3,9,1,1,1,3,3,4,4,3,4,2,2,4,2,2,2.67,8,2,7,5.67,7
R619,MEG192,2,It helps to reduce carbon emisions,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,1,2,4,4,3,5,4,3,5,3,3,4,5,2,3.67,5,3,4,4,6
R620,MEG193,2,It helps us to move away from natural gas.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,4,10,3,2,5,4,3,2,9,1,3,3,3,2,2,2,2,9,9,8,8.67,7
R621,MEG194,2,It is a efficient method of energy and should be used more.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,3,4,11,3,1,3,3,1,4,8,3,3,3,3,3,4,3,3.33,3,5,5,4.33,7
R622,MEG195,2,It is bound to happen to create a net zero.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,3,3,9,2,1,3,1,3,4,2,2,3,3,3,3,3,3,3,5,5,5,5,7
R623,MEG196,2,"It is difficult to gauge this, without seeing and knowing what it is like to live with this day to day. I currently believe it will cost more in the long run to heat your home. If I am right the cost of a hydrogen boiler is almost double. I am also concerned about the long term support and expertise once all is fitted and used - who will have the knowledge of maintenance and service.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,1,Concerned,2,3,3,3,4,4,11,3,1,4,5,1,4,4,3,1,2,2,2,2,2,2,7,6,6,6.33,7
R624,MEG197,2,"It is good to be moving towards a climate-neutral method, but I don’t trust the government to actually do it and think we need to be looking at multiple streams of energy income.",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,5,11,1,2,5,5,2,2,11,4,5,1,1,5,5,5,5,8,8,7,7.67,3
R625,MEG198,2,It is interesting.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,4,10,2,2,4,6,3,4,8,3,3,2,2,2,1,2,1.67,7,6,8,7,7
R626,MEG199,2,It is new and costly.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,4,10,2,2,1,4,3,5,1,1,4,3,3,2,2,2,2,3,3,3,3,6
R627,MEG200,2,It is not fair that those who do not use the hydrogen gas should pay for it.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,4,4,11,3,2,1,2,3,5,6,4,1,2,2,3,3,3,3,6,6,6,6,2
R628,MEG201,2,It is probably best alternative to natural gas.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,4,4,11,3,1,5,5,3,2,8,3,5,3,3,4,4,4,4,10,9,9,9.33,3
R629,MEG202,2,"It is the future of fuel. Should be used and provided with the best interest of the country, households and the environment.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,3,4,11,2,2,4,5,3,2,2,2,5,3,3,3,3,4,3.33,9,9,9,9,7
R630,MEG203,2,It is very interesting.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,4,3,4,11,2,2,3,5,3,5,7,4,5,2,2,3,3,3,3,5,6,5,5.33,7
R631,MEG204,2,"It is very interesting, thank you for this interesting survey.",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,4,10,2,2,4,5,3,5,4,3,3,2,2,3,3,3,3,7,7,8,7.33,6
R632,MEG205,2,"It is very new to me, but I think it seems like an excellent idea, and I will read more about it.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,4,3,4,11,2,1,5,4,3,4,5,4,3,2,2,4,4,4,4,8,8,9,8.33,7
R633,MEG206,2,"It looks good but whether it really makes a difference is something to be seen. With the current energy crisis perhaps this is the way forward. But with the cost of living crisis if it is expensive, how will people afford it? They may then be reluctant to switch. I doubt it would be cheap. It needs to proven to convince everyone and needs to be affordable.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,4,10,1,2,4,8,2,4,3,2,3,2,2,2,2,1,1.67,7,7,5,6.33,7
R634,MEG207,2,It looks like hydrogen will be the fuel of the future. I hope the transition will be done in a fair and safe way.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,4,4,11,3,1,1,3,2,4,9,1,3,2,2,2,2,2,2,7,7,7,7,5
R635,MEG208,2,It makes me nervous but change does need to happen.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Nervous,2,2,2,3,3,4,10,2,2,1,6,3,2,11,4,3,1,1,3,3,2,2.67,5,5,6,5.33,3
R636,MEG209,2,It needs to ensure that safety is the key element before proceeding with technology that is not up to par.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,4,4,11,3,1,5,4,3,2,11,4,5,4,4,1,1,1,1,7,0,0,2.33,2
R637,MEG210,2,"It needs to happen, but I've no doubt it will be done in the most cynically and prohibitively expensive way possible.",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,4,3,4,11,1,1,5,4,3,2,5,4,3,2,2,5,5,5,5,10,10,10,10,5
R638,MEG211,2,It needs to support the environment.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,1,2,4,4,3,4,6,4,3,3,3,3,3,3,3,2,2,3,2.33,7
R639,MEG212,2,"It seems to be a technology worth exploring, but the case for it is far from compelling due to the high energy required to produce it.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,3,4,4,11,2,1,5,2,3,2,3,2,4,4,4,3,3,3,3,6,5,5,5.33,7
R640,MEG213,2,"It shouldn't be something that is forced upon everyone. Everyone should be given a chance to read up about it and them have their own opinion as not everyone likes change, even if it’s for the better.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,3,3,10,1,2,3,2,3,2,6,4,1,4,4,4,4,5,4.33,8,8,10,8.67,7
R641,MEG214,2,It sounds like a more environmental way of providing heating in the home. The cost could impact UK tax payers which is worrying at this time of financial uncertainties. It feels as though moving away from fossil fuels should have happened along time ago.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,3,9,1,2,5,4,2,4,6,4,5,2,2,4,5,4,4.33,8,8,8,8,7
R642,MEG215,2,"It sounds good on paper, but will it actually work efficiently? Can we trust any government to say they will do what they say they will regarding transition over to carbon boilers?",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,2,3,5,3,2,11,4,3,2,2,2,2,2,2,4,4,4,4,7
R643,MEG216,2,"It sounds like a great thing but I suppose, coal and cigarettes did once.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,4,9,3,1,1,2,3,4,8,3,3,1,1,3,4,2,3,6,6,5,5.67,4
R644,MEG217,2,It sounds like something else for the energy companies to make more money out of the customer and bills will go up even more!,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,4,4,11,3,1,5,4,1,2,5,4,5,2,2,3,3,4,3.33,7,8,8,7.67,1
R645,MEG218,2,It sounds promising and a positive move for the environment.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,3,4,10,2,2,1,5,3,2,2,2,3,2,2,3,3,3,3,9,8,8,8.33,3
R646,MEG219,2,"It will all depend on the cost to consumers - most people are driven by price, and hence will not adopt this technology if to do so will mean that they are out of pocket as a result.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,4,4,11,3,1,4,6,3,5,4,3,3,2,2,4,4,4,4,10,9,9,9.33,6
R647,MEG220,2,It would be better for the environment.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,4,9,2,1,5,8,3,5,9,1,3,2,2,4,3,3,3.33,7,6,6,6.33,7
R648,MEG221,2,It’s good and enough.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,4,4,11,1,1,4,5,3,2,4,3,4,3,3,3,3,4,3.33,9,7,8,8,3
R649,MEG222,2,It’s interesting and I want to know more.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,3,11,2,1,3,3,2,1,6,4,3,2,2,4,4,3,3.67,6,6,6,6,3
R650,MEG223,2,It’s our future but would need to be a reasonable price.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,4,10,3,2,1,8,2,2,6,4,3,2,2,3,3,3,3,9,9,8,8.67,7
R651,MEG224,2,"It’s something I am unfamiliar with, however with more information I would switch.",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,4,10,1,2,3,2,2,5,5,4,3,1,1,4,4,4,4,7,9,8,8,6
R652,MEG225,2,It’s something I’ve heard about today for the first time. I do like the idea but the cost to myself would be of concern to me.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,4,4,11,3,2,3,3,2,4,2,2,5,1,1,3,3,3,3,7,7,7,7,7
R653,MEG226,2,It's a positive thing...that's going to be influential for the future.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,3,4,11,2,1,1,5,3,1,9,1,3,3,3,2,3,4,3,5,7,6,6,7
R654,MEG227,2,Its a tricky situation to be so decisive.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,2,4,9,3,1,3,8,2,5,7,4,4,1,1,2,3,3,2.67,7,7,7,7,6
R655,MEG228,2,Its confusing.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Confused,1,1,1,3,3,3,9,2,2,1,1,3,4,6,4,3,2,2,3,3,3,3,3,3,6,4,6
R656,MEG229,2,It's good for the planet.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,4,10,2,1,1,2,3,4,1,1,3,2,2,2,2,2,2,5,5,4,4.67,7
R657,MEG230,2,It's got to be the way forward. We must reduce carbon emissions.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,3,1,1,4,2,2,8,3,3,1,1,3,3,3,3,9,9,8,8.67,7
R658,MEG231,2,Its greener and a lot of the framework we already have.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,4,4,11,2,1,3,3,3,4,6,4,4,2,2,4,4,4,4,8,8,8,8,7
R659,MEG232,2,"Its interesting and seems like a progressive, more enviromentally-friendly way to provide fuel.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,2,2,3,1,2,1,7,4,3,1,1,3,3,3,3,5,5,5,5,7
R660,MEG233,2,It's just gas.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,3,3,9,1,1,3,2,3,2,11,4,4,3,3,3,3,3,3,5,5,5,5,7
R661,MEG234,2,It's part of our future.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,2,1,1,3,2,5,10,2,1,3,3,3,3,3,3,8,9,9,8.67,7
R662,MEG235,2,It's very useful.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,4,3,10,2,1,4,5,3,4,4,3,4,2,2,4,4,4,4,8,8,9,8.33,6
R663,MEG236,2,I've found this subject really interesting as I knew nothing about it before - I'll be interested to learn more about this in the near future.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,4,10,2,2,3,8,2,4,10,2,3,1,1,3,3,2,2.67,7,7,6,6.67,6
R664,MEG237,2,Just cost.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,4,4,11,3,1,3,4,3,5,2,2,4,2,2,2,2,2,2,8,8,6,7.33,7
R665,MEG238,2,Knew little a about it but eager to see how it evolves.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Eager,.,,1,2,2,4,3,4,11,3,2,5,3,2,4,8,3,3,2,2,4,4,4,4,8,9,9,8.67,7
R666,MEG239,2,Learned more about hydrogen and its environmental benefits.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,4,4,11,2,2,4,5,3,4,8,3,3,1,1,2,2,2,2,8,8,8,8,7
R667,MEG240,2,Learnt a lot more by the end of this survey about hydrogen benefits.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,4,3,3,10,1,2,3,8,3,4,1,1,5,2,2,4,3,3,3.33,1,8,7,5.33,5
R668,MEG241,2,Learnt more...,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,4,3,4,11,2,2,5,5,3,2,8,3,5,1,1,2,2,2,2,4,4,3,3.67,7
R669,MEG242,2,Lots of unknowns at the moment.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,2,4,6,2,4,7,4,1,2,2,3,2,2,2.33,6,3,4,4.33,6
R670,MEG243,2,Might be useful to insulate homes first.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,3,3,9,3,2,5,5,2,5,4,3,3,3,3,2,2,2,2,3,3,4,3.33,7
R671,MEG244,2,Mixed views.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,3,9,3,2,1,6,3,2,10,2,3,3,3,1,1,1,1,7,6,7,6.67,7
R672,MEG245,2,More knowledgeable now.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,4,10,1,2,5,3,3,4,1,1,3,1,1,2,2,2,2,4,5,4,4.33,7
R673,MEG246,2,More positive and open.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,1,1,3,3,4,10,1,2,4,5,3,2,6,4,3,1,1,2,2,2,2,7,7,7,7,7
R674,MEG247,2,More positive because it’s better for the environment and can bring energy costs down.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,3,3,4,3,4,11,1,1,3,5,2,5,8,3,5,2,2,4,3,4,3.67,6,6,7,6.33,3
R675,MEG248,2,More research to be done.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,3,10,2,1,1,2,2,4,10,2,3,2,2,2,2,2,2,5,4,10,6.33,7
R676,MEG249,2,Need to know more and get industry not to overcharge for these changes.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,4,10,3,1,5,5,3,2,10,2,4,1,1,1,1,1,1,5,4,5,4.67,6
R677,MEG250,2,Needs further thoughts around who pays for it.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,3,1,1,5,2,4,10,2,5,1,1,1,2,2,1.67,6,6,6,6,7
